PE Product No.;Product No.;Description;Category
PE94015114;9401-5114;Patellar drill depth sleeve, M;U2 Knee Std.
PE94015115;9401-5115;Patellar drill depth sleeve, L;U2 Knee Std.
PE94015116;9401-5116;Patellar drill depth sleeve, XL;U2 Knee Std.
PE93035119-RD;9303-5119-RD;Universal impactor;U2 Knee Std.
PE93035103-RB;9303-5103-RB;Femoral impactor;U2 Knee Std.
PE94035102-RF;9403-5102-RF;Tibial baseplate impactor;U2 Knee Std.
PE93034101-RF;9303-4101-RF;PS reamer;U2 Knee Std.
PE93032104;9303-2104;PS Cutting jig drill guide;U2 Knee Std.
PE93032210-RC;9303-2210-RC;PS notch cutting jig, #1;U2 Knee Std.
PE93032220-RC;9303-2220-RC;PS notch cutting jig, #2;U2 Knee Std.
PE93032230-RC;9303-2230-RC;PS notch cutting jig, #3;U2 Knee Std.
PE93032240-RC;9303-2240-RC;PS notch cutting jig, #4;U2 Knee Std.
PE93032250-RC;9303-2250-RC;PS notch cutting jig, #4;U2 Knee Std.
PE93032260-RC;9303-2260-RC;PS notch cutting jig, #6;U2 Knee Std.
PE93035104-RA;9303-5104-RA;PS Housing punch;U2 Knee Std.
PE93035105-RA;9303-5105-RA;PS Housing impactor;U2 Knee Std.
PE94035104;9403-5104;Tibial insert extractor;U2 Knee Std.
PE93038051;9303-8051;U2 MBC Case;U2 Knee MB
PE94035105;9403-5105;MB tibial insert trial adaptor;U2 Knee MB
PE94036040;9403-6040;MB tibial punch , S;U2 Knee MB
PE94036050;9403-6050;MB tibial punch , M;U2 Knee MB
PE94036060;9403-6060;MB tibial punch , L;U2 Knee MB
PE22038010;2203-8010;MB Tibial baseplate trial, #1;U2 Knee MB
PE22038020;2203-8020;MB Tibial baseplate trial, #2;U2 Knee MB
PE22038030;2203-8030;MB Tibial bsaeplate trial, #3;U2 Knee MB
PE22038040;2203-8040;MB Tibial baseplate trial, #4;U2 Knee MB
PE22038050;2203-8050;MB Tibial baseplate trial, #5;U2 Knee MB
PE22038060;2203-8060;MB Tibial baseplate trial, #6;U2 Knee MB
PE23038211;2303-8211;Tibial insert trial, MBC, #1, 9mm;U2 Knee MB
PE23038212;2303-8212;Tibial insert trial, MBC, #1, 11mm;U2 Knee MB
PE23038213;2303-8213;Tibial insert trial, MBC, #1, 13mm;U2 Knee MB
PE23038214;2303-8214;Tibial insert trial, MBC, #1, 15mm;U2 Knee MB
PE23038215;2303-8215;Tibial insert trial, MBC, #1, 18mm;U2 Knee MB
PE23038221;2303-8221;Tibial insert trial, MBC, #2, 9mm;U2 Knee MB
PE23038222;2303-8222;Tibial insert trial, MBC, #2, 11mm;U2 Knee MB
PE23038223;2303-8223;Tibial insert trial, MBC, #2, 13mm;U2 Knee MB
PE23038224;2303-8224;Tibial insert trial, MBC, #2, 15mm;U2 Knee MB
PE23038225;2303-8225;Tibial insert trial, MBC, #2, 18mm;U2 Knee MB
PE23038231;2303-8231;Tibial insert trial, MBC, #3, 9mm;U2 Knee MB
PE23038232;2303-8232;Tibial insert trial, MBC, #3, 11mm;U2 Knee MB
PE23038233;2303-8233;Tibial insert trial, MBC, #3, 13mm;U2 Knee MB
PE23038234;2303-8234;Tibial insert trial, MBC, #3, 15mm;U2 Knee MB
PE23038235;2303-8235;Tibial insert trial, MBC, #3, 18mm;U2 Knee MB
PE23038241;2303-8241;Tibial insert trial, MBC, #4, 9mm;U2 Knee MB
PE23038242;2303-8242;Tibial insert trial, MBC, #4, 11mm;U2 Knee MB
PE23038243;2303-8243;Tibial insert trial, MBC, #4, 13mm;U2 Knee MB
PE23038244;2303-8244;Tibial insert trial, MBC, #4, 15mm;U2 Knee MB
PE23038245;2303-8245;Tibial insert trial, MBC, #4, 18mm;U2 Knee MB
PE23038251;2303-8251;Tibial insert trial, MBC, #5, 9mm;U2 Knee MB
PE23038252;2303-8252;Tibial insert trial, MBC, #5, 11mm;U2 Knee MB
PE23038253;2303-8253;Tibial insert trial, MBC, #5, 13mm;U2 Knee MB
PE23038254;2303-8254;Tibial insert trial, MBC, #5, 15mm;U2 Knee MB
PE23038255;2303-8255;Tibial insert trial, MBC, #5, 18mm;U2 Knee MB
PE23038261;2303-8261;Tibial insert trial, MBC, #6, 9mm;U2 Knee MB
PE23038262;2303-8262;Tibial insert trial, MBC, #6, 11mm;U2 Knee MB
PE23038263;2303-8263;Tibial insert trial, MBC, #6, 13mm;U2 Knee MB
PE23038264;2303-8264;Tibial insert trial, MBC, #6, 15mm;U2 Knee MB
PE23038265;2303-8265;Tibial insert trial, MBC, #6, 18mm;U2 Knee MB
PE23038011;2303-8011;Tibial Insert Trial, MB, #1, 9 mm;U2 Knee MB
PE23038012;2303-8012;Tibial Insert Trial, MB, #1, 11 mm;U2 Knee MB
PE23038013;2303-8013;Tibial Insert Trial, MB, #1, 13 mm;U2 Knee MB
PE23038014;2303-8014;Tibial Insert Trial, MB, #1, 15 mm;U2 Knee MB
PE23038015;2303-8015;Tibial Insert Trial, MB, #1, 18 mm;U2 Knee MB
PE23038021;2303-8021;Tibial Insert Trial, MB, #2, 9 mm;U2 Knee MB
PE23038022;2303-8022;Tibial Insert Trial, MB, #2, 11 mm;U2 Knee MB
PE23038023;2303-8023;Tibial Insert Trial, MB, #2, 13 mm;U2 Knee MB
PE23038024;2303-8024;Tibial Insert Trial, MB, #2, 15 mm;U2 Knee MB
PE23038025;2303-8025;Tibial Insert Trial, MB, #2, 18 mm;U2 Knee MB
PE23038031;2303-8031;Tibial Insert Trial, MB, #3, 9 mm;U2 Knee MB
PE23038032;2303-8032;Tibial Insert Trial, MB, #3, 11 mm;U2 Knee MB
PE23038033;2303-8033;Tibial Insert Trial, MB, #3, 13 mm;U2 Knee MB
PE23038034;2303-8034;Tibial Insert Trial, MB, #3, 15 mm;U2 Knee MB
PE23038035;2303-8035;Tibial Insert Trial, MB, #3, 18 mm;U2 Knee MB
PE23038041;2303-8041;Tibial Insert Trial, MB, #4, 9 mm;U2 Knee MB
PE23038042;2303-8042;Tibial Insert Trial, MB, #4, 11 mm;U2 Knee MB
PE23038043;2303-8043;Tibial Insert Trial, MB, #4, 13 mm;U2 Knee MB
PE23038044;2303-8044;Tibial Insert Trial, MB, #4, 15 mm;U2 Knee MB
PE23038045;2303-8045;Tibial Insert Trial, MB, #4, 18 mm;U2 Knee MB
PE23038051;2303-8051;Tibial Insert Trial, MB, #5, 9 mm;U2 Knee MB
PE23038052;2303-8052;Tibial Insert Trial, MB, #5, 11 mm;U2 Knee MB
PE23038053;2303-8053;Tibial Insert Trial, MB, #5, 13 mm;U2 Knee MB
PE23038054;2303-8054;Tibial Insert Trial, MB, #5, 15 mm;U2 Knee MB
PE23038055;2303-8055;Tibial Insert Trial, MB, #5, 18 mm;U2 Knee MB
PE23038061;2303-8061;Tibial Insert Trial, MB, #6, 9 mm;U2 Knee MB
PE23038062;2303-8062;Tibial Insert Trial, MB, #6, 11 mm;U2 Knee MB
PE23038063;2303-8063;Tibial Insert Trial, MB, #6, 13 mm;U2 Knee MB
PE23038064;2303-8064;Tibial Insert Trial, MB, #6, 15 mm;U2 Knee MB
PE23038065;2303-8065;Tibial Insert Trial, MB, #6, 18 mm;U2 Knee MB
PE93038060-RA;9303-8060-RA;U2 Knee MIS case;U2 KNEE MIS
PE93032105;9303-2105;Femoral IM alignment guide;U2 KNEE MIS
PE93032106;9303-2106;Distal femoral alignment guide;U2 KNEE MIS
PE93032107;9303-2107;MIS Distal femoral cutting guide;U2 KNEE MIS
PE93032335;9303-2335;Femoral IM alignment guide, 5°, left;U2 KNEE MIS
PE93032337;9303-2337;Femoral IM alignment guide, 7°, left;U2 KNEE MIS
PE93032339;9303-2339;Femoral IM alignment guide, 9°, left;U2 KNEE MIS
PE93032345;9303-2345;Femoral IM alignment guide, 5°, right;U2 KNEE MIS
PE93032347;9303-2347;Femoral IM alignment guide, 7°, right;U2 KNEE MIS
PE93032349;9303-2349;Femoral IM alignment guide, 9°, right;U2 KNEE MIS
PE93032409-RD;9303-2409-RD;External rotation guide , 3° x 9mm;U2 KNEE MIS
PE93032409-RE;9303-2409-RE;External rotation guide, 3° X 9mm;U2 KNEE MIS
PE93035023;9303-5023;External rotation guide driver;U2 KNEE MIS
PE93032581;9303-2581;Femoral A/P chamfer cutting guide, #1;U2 KNEE MIS
PE93032582;9303-2582;Femoral A/P chamfer cutting guide, #2;U2 KNEE MIS
PE93032583;9303-2583;Femoral A/P chamfer cutting guide, #3;U2 KNEE MIS
PE93032584;9303-2584;Femoral A/P chamfer cutting guide, #4;U2 KNEE MIS
PE93032585;9303-2585;Femoral A/P chamfer cutting guide, #5;U2 KNEE MIS
PE93032586;9303-2586;Femoral A/P chamfer cutting guide, #6;U2 KNEE MIS
PE93032587;9303-2587;Femoral A/P chamfer cutting guide, #7;U2 KNEE MIS
PE93035301;9303-5301;Chamfer guide extractor;U2 KNEE MIS
PE93037302-RE;9303-7302-RE;Femoral sizer, posterior ref.;U2 KNEE MIS
PE94032108;9403-2108;Tibial EM alignment guide;U2 KNEE MIS
PE94032140;9403-2140;Tibial cutting jig, open slot, 0°, left;U2 KNEE MIS
PE94032240;9403-2240;Tibial cutting jig, open slot, 0°, right;U2 KNEE MIS
PE93038071-RA;9303-8071-RA;U2 PSA Knee Case #1;PSA
PE94035352;9403-5352;Stem extractor adaptor;PSA
PE94035334;9403-5334;Stem trial remover;PSA
PE28036112;2803-6112;Tibial augment trial, #1, 10mm, left;PSA
PE28036122;2803-6122;Tibial augment trial, #2, 10mm, left;PSA
PE28036132;2803-6132;Tibial augment trial, #3, 10mm, left;PSA
PE28036142;2803-6142;Tibial augment trial, #4, 10mm, left;PSA
PE28036152;2803-6152;Tibial augment trial, #5, 10mm, left;PSA
PE28036162;2803-6162;Tibial augment trial, #6, 10mm, left;PSA
PE28036111;2803-6111;Tibial augment trial, #1, 5mm, left;PSA
PE28036121;2803-6121;Tibial augment trial, #2, 5mm, left;PSA
PE28036131;2803-6131;Tibial augment trial, #3, 5mm, left;PSA
PE28036141;2803-6141;Tibial augment trial, #4, 5mm, left;PSA
PE28036151;2803-6151;Tibial augment trial, #5, 5mm, left;PSA
PE28036161;2803-6161;Tibial augment trial, #6, 5mm, left;PSA
PE28036212;2803-6212;Tibial augment trial, #1, 10mm, right;PSA
PE28036222;2803-6222;Tibial augment trial, #2, 10mm, right;PSA
PE28036232;2803-6232;Tibial augment trial, #3, 10mm, right;PSA
PE28036242;2803-6242;Tibial augment trial, #4, 10mm, right;PSA
PE28036252;2803-6252;Tibial augment trial, #5, 10mm, right;PSA
PE28036262;2803-6262;Tibial augment trial, #6, 10mm, right;PSA
PE28036211;2803-6211;Tibial augment trial, #1, 5mm, right;PSA
PE28036221;2803-6221;Tibial augment trial, #2, 5mm, right;PSA
PE28036231;2803-6231;Tibial augment trial, #3, 5mm, right;PSA
PE28036241;2803-6241;Tibial augment trial, #4, 5mm, right;PSA
PE28036251;2803-6251;Tibial augment trial, #5, 5mm, right;PSA
PE28036261;2803-6261;Tibial augment trial, #6, 5mm, right;PSA
PE28036113;2803-6113;TibialAugment Trial, #1, 15 mm, LM/RL;PSA
PE28036123;2803-6123;TibialAugment Trial, #2, 15 mm, LM/RL;PSA
PE28036133;2803-6133;TibialAugment Trial, #3, 15 mm, LM/RL;PSA
PE28036143;2803-6143;TibialAugment Trial, #4, 15 mm, LM/RL;PSA
PE28036153;2803-6153;TibialAugment Trial, #5, 15 mm, LM/RL;PSA
PE28036163;2803-6163;TibialAugment Trial, #6, 15 mm, LM/RL;PSA
PE28036213;2803-6213;TibialAugment Trial, #1, 15 mm, LL/RM;PSA
PE28036223;2803-6223;TibialAugment Trial, #2, 15 mm, LL/RM;PSA
PE28036233;2803-6233;TibialAugment Trial, #3, 15 mm, LL/RM;PSA
PE28036243;2803-6243;TibialAugment Trial, #4, 15 mm, LL/RM;PSA
PE28036253;2803-6253;TibialAugment Trial, #5, 15 mm, LL/RM;PSA
PE28036263;2803-6263;TibialAugment Trial, #6, 15 mm, LL/RM;PSA
PE26036011;2603-6011;Femoral posterior augment trial, #1, 4mm;PSA
PE26036021;2603-6021;Femoral posterior augment trial, #2, 4mm;PSA
PE26036031;2603-6031;Femoral posterior augment trial, #3, 4mm;PSA
PE26036041;2603-6041;Femoral posterior augment trial, #4, 4mm;PSA
PE26036051;2603-6051;Femoral posterior augment trial, #5, 4mm;PSA
PE26036061;2603-6061;Femoral posterior augment trial, #6, 4mm;PSA
PE26036012;2603-6012;Femoral posterior augment trial, #1, 8mm;PSA
PE26036022;2603-6022;Femoral posterior augment trial, #2, 8mm;PSA
PE26036032;2603-6032;Femoral posterior augment trial, #3, 8mm;PSA
PE26036042;2603-6042;Femoral posterior augment trial, #4, 8mm;PSA
PE26036052;2603-6052;Femoral posterior augment trial, #5, 8mm;PSA
PE26036062;2603-6062;Femoral posterior augment trial, #6, 8mm;PSA
PE26036111;2603-6111;Femoral distal augment trial, LM/RL, #1, 4mm;PSA
PE26036121;2603-6121;Femoral distal augment trial, LM/RL, #2, 4mm;PSA
PE26036131;2603-6131;Femoral distal augment trial, LM/RL, #3, 4mm;PSA
PE26036141;2603-6141;Femoral distal augment trial, LM/RL, #4, 4mm;PSA
PE26036151;2603-6151;Femoral distal augment trial, LM/RL, #5, 4mm;PSA
PE26036161;2603-6161;Femoral distal augment trial, LM/RL, #6, 4mm;PSA
PE26036211;2603-6211;Femoral distal augment trial, RM/LL, #1, 4mm;PSA
PE26036221;2603-6221;Femoral distal augment trial, RM/LL, #2, 4mm;PSA
PE26036231;2603-6231;Femoral distal augment trial, RM/LL, #3, 4mm;PSA
PE26036241;2603-6241;Femoral distal augment trial, RM/LL, #4, 4mm;PSA
PE26036251;2603-6251;Femoral distal augment trial, RM/LL, #5, 4mm;PSA
PE26036261;2603-6261;Femoral distal augment trial, RM/LL, #6, 4mm;PSA
PE26036112;2603-6112;Femoral distal augment trial, LM/RL, #1, 8mm;PSA
PE26036122;2603-6122;Femoral distal augment trial, LM/RL, #2, 8mm;PSA
PE26036132;2603-6132;Femoral distal augment trial, LM/RL, #3, 8mm;PSA
PE26036142;2603-6142;Femoral distal augment trial, LM/RL, #4, 8mm;PSA
PE26036152;2603-6152;Femoral distal augment trial, LM/RL, #5, 8mm;PSA
PE26036162;2603-6162;Femoral distal augment trial, LM/RL, #6, 8mm;PSA
PE26036212;2603-6212;Femoral distal augment trial, RM/LL, #1, 8mm;PSA
PE26036222;2603-6222;Femoral distal augment trial, RM/LL, #2, 8mm;PSA
PE26036232;2603-6232;Femoral distal augment trial, RM/LL, #3, 8mm;PSA
PE26036242;2603-6242;Femoral distal augment trial, RM/LL, #4, 8mm;PSA
PE26036252;2603-6252;Femoral distal augment trial, RM/LL, #5, 8mm;PSA
PE26036262;2603-6262;Femoral distal augment trial, RM/LL, #6, 8mm;PSA
PE26036313;2603-6313;Femoral augment trial, distal only, #1, 12mm;PSA
PE26036323;2603-6323;Femoral augment trial, distal only, #2, 12mm;PSA
PE26036333;2603-6333;Femoral augment trial, distal only, #3, 12mm;PSA
PE26036343;2603-6343;Femoral augment trial, distal only, #4, 12mm;PSA
PE26036353;2603-6353;Femoral augment trial, distal only, #5, 12mm;PSA
PE26036363;2603-6363;Femoral augment trial, distal only, #6, 12mm;PSA
PE26036314;2603-6314;Femoral augment trial, distal only, #1, 16mm;PSA
PE26036324;2603-6324;Femoral augment trial, distal only, #2, 16mm;PSA
PE26036334;2603-6334;Femoral augment trial, distal only, #3, 16mm;PSA
PE26036344;2603-6344;Femoral augment trial, distal only, #4, 16mm;PSA
PE26036354;2603-6354;Femoral augment trial, distal only, #5, 16mm;PSA
PE26036364;2603-6364;Femoral augment trial, distal only, #6, 16mm;PSA
PE27036031;2703-6031;Curved stem trial , PSA , φ10 × 150mm;PSA
PE27036032;2703-6032;Curved stem trial , PSA , φ12 × 150mm;PSA
PE27036033;2703-6033;Curved stem trial , PSA , φ14 × 150mm;PSA
PE27036034;2703-6034;Curved stem trial , PSA , φ16 × 150mm;PSA
PE27036035;2703-6035;Curved stem trial , PSA , φ18 × 150mm;PSA
PE27036036;2703-6036;Curved Stem Trial, PSA, Ø 20×150 mm;PSA
PE27036037;2703-6037;Curved Stem Trial, PSA, Ø 22×150 mm;PSA
PE27036038;2703-6038;Curved Stem Trial, PSA, Ø 24×150 mm;PSA
PE27036051;2703-6051;Straight stem trial, PSA, ψ10 x150mm;PSA
PE27036052;2703-6052;Straight stem trial, PSA, ψ12 x 150mm;PSA
PE27036053;2703-6053;Straight stem trial, PSA, ψ14 x 150mm;PSA
PE27036054;2703-6054;Straight stem trial, PSA, ψ16 x 150mm;PSA
PE27036055;2703-6055;Straight stem trial, PSA, ψ18 x 150mm;PSA
PE27036056;2703-6056;Straight Stem Trial, PSA, Ø 20×150 mm;PSA
PE27036057;2703-6057;Straight Stem Trial, PSA, Ø 22×150 mm;PSA
PE27036058;2703-6058;Straight Stem Trial, PSA, Ø 24×150 mm;PSA
PE27036041;2703-6041;Curved Stem Trial, PSA, Ø 10×200 mm;PSA
PE27036042;2703-6042;Curved Stem Trial, PSA, Ø 12×200 mm;PSA
PE27036043;2703-6043;Curved Stem Trial, PSA, Ø 14×200 mm;PSA
PE27036044;2703-6044;Curved Stem Trial, PSA, Ø 16×200 mm;PSA
PE27036045;2703-6045;Curved Stem Trial, PSA, Ø 18×200 mm;PSA
PE27036046;2703-6046;Curved Stem Trial, PSA, Ø 20×200 mm;PSA
PE27036047;2703-6047;Curved Stem Trial, PSA, Ø 22×200 mm;PSA
PE27036048;2703-6048;Curved Stem Trial, PSA, Ø 24×200 mm;PSA
PE27036061;2703-6061;Straight Stem Trial, PSA, Ø 10×200 mm;PSA
PE27036062;2703-6062;Straight Stem Trial, PSA, Ø 12×200 mm;PSA
PE27036063;2703-6063;Straight Stem Trial, PSA, Ø 14×200 mm;PSA
PE27036064;2703-6064;Straight Stem Trial, PSA, Ø 16×200 mm;PSA
PE27036065;2703-6065;Straight Stem Trial, PSA, Ø 18×200 mm;PSA
PE27036066;2703-6066;Straight Stem Trial, PSA, Ø 20×200 mm;PSA
PE27036067;2703-6067;Straight Stem Trial, PSA, Ø 22×200 mm;PSA
PE27036068;2703-6068;Straight Stem Trial, PSA, Ø 24×200 mm;PSA
PE27036003;2703-6003;Straight stem trial, PSA, φ14×30mm;PSA
PE27036011;2703-6011;Straight stem trial, PSA, φ10×75mm;PSA
PE27036012;2703-6012;Straight stem trial, PSA, φ12×75mm;PSA
PE27036013;2703-6013;Straight stem trial, PSA, φ14×75mm;PSA
PE27036014;2703-6014;Straight stem trial, PSA, φ16×75mm;PSA
PE27036015;2703-6015;Straight stem trial, PSA, φ18×75mm;PSA
PE27036016;2703-6016;Straight Stem Trial, PSA, Ø 20×75 mm;PSA
PE27036017;2703-6017;Straight Stem Trial, PSA, Ø 22×75 mm;PSA
PE27036018;2703-6018;Straight Stem Trial, PSA, Ø 24×75 mm;PSA
PE27036021;2703-6021;Straight stem trial, PSA, φ10×100mm;PSA
PE27036022;2703-6022;Straight stem trial, PSA, φ12×100mm;PSA
PE27036023;2703-6023;Straight stem trial, PSA, φ14×100mm;PSA
PE27036024;2703-6024;Straight stem trial, PSA, φ16×100mm;PSA
PE27036025;2703-6025;Straight stem trial, PSA, φ18×100mm;PSA
PE27036026;2703-6026;Straight Stem Trial, PSA, Ø 20×100 mm;PSA
PE27036027;2703-6027;Straight Stem Trial, PSA, Ø 22×100 mm;PSA
PE27036028;2703-6028;Straight Stem Trial, PSA, Ø 24×100 mm;PSA
PE93031101;9303-1101;Stem trial driver;PSA
PE93038072;9303-8072;U2 PSA Knee Case #2;PSA
PE94037310;9403-7310;Tibial spacer base, #1;PSA
PE94037320;9403-7320;Tibial spacer base, #2;PSA
PE94037330;9403-7330;Tibial spacer base, #3;PSA
PE94037340;9403-7340;Tibial spacer base, #4;PSA
PE94037350;9403-7350;Tibial spacer base, #5;PSA
PE94037360;9403-7360;Tibial spacer base, #6;PSA
PE94037311;9403-7311;Tibial spacer, 9mm;PSA
PE94037312;9403-7312;Tibial spacer, 11mm;PSA
PE94037313;9403-7313;Tibial spacer, 13mm;PSA
PE94037314;9403-7314;Tibial spacer, 15mm;PSA
PE94037315;9403-7315;Tibial spacer, 18mm;PSA
PE94037316;9403-7316;Tibial spacer, 21mm;PSA
PE94037317;9403-7317;Tibial spacer, 25mm;PSA
PE94037318;9403-7318;Tibial Spacer, 30 mm;PSA
PE22036010;2203-6010;Tibial baseplate trial, PSA, #1;PSA
PE22036020;2203-6020;Tibial baseplate trial, PSA, #2;PSA
PE22036030;2203-6030;Tibial baseplate trial, PSA, #3;PSA
PE22036040;2203-6040;Tibial baseplate trial, PSA, #4;PSA
PE22036050;2203-6050;Tibial baseplate trial, PSA, #5;PSA
PE22036060;2203-6060;Tibial baseplate trial, PSA, #6;PSA
PE29032010;2903-2010;Offset adaptor trial, 2mm;PSA
PE29032020;2903-2020;Offset adaptor trial, 4mm;PSA
PE29032030;2903-2030;Offset adaptor trial, 6mm;PSA
PE23036011;2303-6011;Tibial insert trial, PSA, #1, 9mm;PSA
PE23036012;2303-6012;Tibial insert trial, PSA, #1, 11mm;PSA
PE23036013;2303-6013;Tibial insert trial, PSA, #1, 13mm;PSA
PE23036014;2303-6014;Tibial insert trial, PSA, #1, 15mm;PSA
PE23036015;2303-6015;Tibial insert trial, PSA, #1, 18mm;PSA
PE23036016;2303-6016;Tibial insert trial, PSA, #1, 21mm;PSA
PE23036017;2303-6017;Tibial insert trial, PSA, #1, 25mm;PSA
PE23036018;2303-6018;Tibial insert trial, PSA, #1, 30mm;PSA
PE23036021;2303-6021;Tibial insert trial, PSA, #2, 9mm;PSA
PE23036022;2303-6022;Tibial insert trial, PSA, #2, 11mm;PSA
PE23036023;2303-6023;Tibial insert trial, PSA, #2, 13mm;PSA
PE23036024;2303-6024;Tibial insert trial, PSA, #2, 15mm;PSA
PE23036025;2303-6025;Tibial insert trial, PSA, #2, 18mm;PSA
PE23036026;2303-6026;Tibial insert trial, PSA, #2, 21mm;PSA
PE23036027;2303-6027;Tibial insert trial, PSA, #2, 25mm;PSA
PE23036028;2303-6028;Tibial insert trial, PSA, #2, 30mm;PSA
PE23036031;2303-6031;Tibial insert trial, PSA, #3, 9mm;PSA
PE23036032;2303-6032;Tibial insert trial, PSA, #3, 11mm;PSA
PE23036033;2303-6033;Tibial insert trial, PSA, #3, 13mm;PSA
PE23036034;2303-6034;Tibial insert trial, PSA, #3, 15mm;PSA
PE23036035;2303-6035;Tibial insert trial, PSA, #3, 18mm;PSA
PE23036036;2303-6036;Tibial insert trial, PSA, #3, 21mm;PSA
PE23036037;2303-6037;Tibial insert trial, PSA, #3, 25mm;PSA
PE23036038;2303-6038;Tibial insert trial, PSA, #3, 30mm;PSA
PE23036041;2303-6041;Tibial insert trial, PSA, #4, 9mm;PSA
PE23036042;2303-6042;Tibial insert trial, PSA, #4, 11mm;PSA
PE23036043;2303-6043;Tibial insert trial, PSA, #4, 13mm;PSA
PE23036044;2303-6044;Tibial insert trial, PSA, #4, 15mm;PSA
PE23036045;2303-6045;Tibial insert trial, PSA, #4, 18mm;PSA
PE23036046;2303-6046;Tibial insert trial, PSA, #4, 21mm;PSA
PE23036047;2303-6047;Tibial insert trial, PSA, #4, 25mm;PSA
PE23036048;2303-6048;Tibial insert trial, PSA, #4, 30mm;PSA
PE23036051;2303-6051;Tibial insert trial, PSA, #5, 9mm;PSA
PE23036052;2303-6052;Tibial insert trial, PSA, #5, 11mm;PSA
PE23036053;2303-6053;Tibial insert trial, PSA, #5, 13mm;PSA
PE23036054;2303-6054;Tibial insert trial, PSA, #5, 15mm;PSA
PE23036055;2303-6055;Tibial insert trial, PSA, #5, 18mm;PSA
PE23036056;2303-6056;Tibial insert trial, PSA, #5, 21mm;PSA
PE23036057;2303-6057;Tibial insert trial, PSA, #5, 25mm;PSA
PE23036058;2303-6058;Tibial insert trial, PSA, #5, 30mm;PSA
PE23036061;2303-6061;Tibial insert trial, PSA, #6, 9mm;PSA
PE23036062;2303-6062;Tibial insert trial, PSA, #6, 11mm;PSA
PE23036063;2303-6063;Tibial insert trial, PSA, #6, 13mm;PSA
PE23036064;2303-6064;Tibial insert trial, PSA, #6, 15mm;PSA
PE23036065;2303-6065;Tibial insert trial, PSA, #6, 18mm;PSA
PE23036066;2303-6066;Tibial insert trial, PSA, #6, 21mm;PSA
PE23036067;2303-6067;Tibial insert trial, PSA, #6, 25mm;PSA
PE23036068;2303-6068;Tibial insert trial, PSA, #6, 30mm;PSA
PE93038073-RA;9303-8073-RA;U2 PSA Knee Case #3;PSA
PE94032310;9403-2310;Tibial IM alignment guide;PSA
PE94032311;9403-2311;IM guide collar, S;PSA
PE94032313;9403-2313;IM guide collar, M;PSA
PE94032315;9403-2315;IM guide collar, L;PSA
PE93031300;9303-1300;T-handle;PSA
PE94033009-RB;9403-3009-RB;Straight stem reamer, Ø9mm;PSA
PE94033010-RB;9403-3010-RB;Straight stem reamer, Ø10mm;PSA
PE94033011-RB;9403-3011-RB;Straight stem reamer, Ø11mm;PSA
PE94033012-RB;9403-3012-RB;Straight stem reamer, Ø12mm;PSA
PE94033013-RB;9403-3013-RB;Straight stem reamer, Ø13mm;PSA
PE94033014-RB;9403-3014-RB;Straight stem reamer, Ø14mm;PSA
PE94033015-RB;9403-3015-RB;Straight stem reamer, Ø15mm;PSA
PE94033016-RB;9403-3016-RB;Straight stem reamer, Ø16mm;PSA
PE94033017-RB;9403-3017-RB;Straight stem reamer, Ø17mm;PSA
PE94033018-RB;9403-3018-RB;Straight stem reamer, Ø18mm;PSA
PE94033019-RB;9403-3019-RB;Straight stem reamer, Ø19mm;PSA
PE94033020-RB;9403-3020-RB;Straight stem reamer, Ø20mm;PSA
PE94033021-RB;9403-3021-RB;Straight stem reamer, Ø21mm;PSA
PE94033022-RB;9403-3022-RB;Straight stem reamer, Ø22mm;PSA
PE94033023-RB;9403-3023-RB;Straight stem reamer, Ø23mm;PSA
PE94033024-RB;9403-3024-RB;Straight stem reamer, Ø24mm;PSA
PE93033009;9303-3009;Twist drill, 8mm;PSA
PE94033201;9403-3201;Tibial IM rod, φ9×430mm;PSA
PE94035362;9403-5362;Offset reamer guide rod, φ10mm;PSA
PE94035364;9403-5364;Offset reamer guide rod, φ12mm;PSA
PE94035366;9403-5366;Offset reamer guide rod, φ14mm;PSA
PE94032316;9403-2316;Tibial augment alignment sleeve;PSA
PE94036011;9403-6011;Tibial punch, S;PSA
PE94036021;9403-6021;Tibial punch, M;PSA
PE94036031;9403-6031;Tibial punch, L;PSA
PE94035333;9403-5333;Offset bushing wrench;PSA
PE94031101-RC;9403-1101-RC;Tibial punch handle, CM;PSA
PE94033314;9403-3314;Tibial stem drill, φ14mm;PSA
PE94033300;9403-3300;Boss reamer;PSA
PE94032321-RB;9403-2321-RB;PSA Tibial resection guide, 0°, left;PSA
PE94032322-RB;9403-2322-RB;PSA Tibial resection guide, 0°, right;PSA
PE94037301;9403-7301;Tibial sizing template, #1;PSA
PE94037302;9403-7302;Tibial sizing template, #2;PSA
PE94037303;9403-7303;Tibial sizing template, #3;PSA
PE94037304;9403-7304;Tibial sizing template, #4;PSA
PE94037305;9403-7305;Tibial sizing template, #5;PSA
PE94037306;9403-7306;Tibial sizing template, #6;PSA
PE94032414;9403-2414;Tibial stem drill guide, φ14mm;PSA
PE94035315;9403-5315;Tibial neutral bushing;PSA
PE94035316;9403-5316;Tibial offset bushing, 2mm;PSA
PE94035317;9403-5317;Tibial offset bushing, 4mm;PSA
PE94031203;9403-1203;Tibial sizing template handle;PSA
PE93038074;9303-8074;U2 PSA Knee Case #4;PSA
PE93033203;9303-3203;Twist drill, Ø3.2mm, short;PSA
